nome,estrelas,criado_em,idade_dias,atualizado_em,dias_desde_update,linguagem,prs_aceitas,releases,total_issues,issues_fechadas,razao_fechadas
alibaba/p3c,30828,2017-06-23 06:15:51+00:00,3175,2026-03-03 17:42:42+00:00,0,Kotlin,62,0,859,698,0.8126
blueimp/jQuery-File-Upload,30812,2010-12-01 15:35:32+00:00,5571,2026-03-03 05:57:50+00:00,0,PHP,119,0,3305,3256,0.9852
webtorrent/webtorrent,30812,2013-10-15 08:16:40+00:00,4522,2026-03-03 17:42:23+00:00,0,JavaScript,970,229,1675,1607,0.9594
AMAI-GmbH/AI-Expert-Roadmap,30774,2020-10-24 21:49:40+00:00,1955,2026-03-03 19:33:26+00:00,0,JavaScript,14,0,70,54,0.7714
mantinedev/mantine,30720,2021-01-07 14:02:19+00:00,1881,2026-03-03 13:56:29+00:00,0,TypeScript,1591,290,3450,3418,0.9907
seaweedfs/seaweedfs,30712,2014-07-14 16:41:37+00:00,4250,2026-03-03 20:01:45+00:00,0,Go,3655,288,3524,2899,0.8226
XIU2/TrackersListCollection,30702,2019-10-03 15:55:07+00:00,2343,2026-03-03 14:23:03+00:00,0,,7,0,0,0,0.0
aristocratos/btop,30678,2021-05-06 18:40:21+00:00,1762,2026-03-03 19:20:06+00:00,0,C++,371,54,902,481,0.5333
transloadit/uppy,30660,2015-11-16 12:32:33+00:00,3760,2026-03-03 15:14:30+00:00,0,TypeScript,3274,392,2519,2351,0.9333
ityouknow/spring-boot-examples,30646,2016-11-05 05:32:33+00:00,3405,2026-03-03 16:46:27+00:00,0,Java,7,0,109,99,0.9083
blakeblackshear/frigate,30605,2019-01-26 13:52:38+00:00,2593,2026-03-03 19:10:14+00:00,0,TypeScript,3715,81,5879,5787,0.9844
refined-github/refined-github,30589,2016-02-15 16:45:02+00:00,3669,2026-03-03 19:09:30+00:00,0,TypeScript,3597,186,4690,4601,0.981
iperov/DeepFaceLive,30581,2020-12-15 12:19:22+00:00,1904,2026-03-03 17:49:22+00:00,0,Python,13,35,144,143,0.9931
s0md3v/roop,30546,2023-05-28 14:37:54+00:00,1010,2026-03-03 14:54:37+00:00,0,Python,82,6,0,0,0.0
layui/layui,30535,2015-09-22 08:12:03+00:00,3815,2026-03-03 13:45:37+00:00,0,JavaScript,672,173,1452,1398,0.9628
dgtlmoon/changedetection.io,30415,2021-01-27 16:03:30+00:00,1861,2026-03-03 20:02:42+00:00,0,Python,1050,202,1613,1323,0.8202
VincentGarreau/particles.js,30351,2014-09-06 14:29:47+00:00,4196,2026-03-03 19:49:29+00:00,0,JavaScript,21,6,412,107,0.2597
sequelize/sequelize,30347,2010-07-22 07:11:11+00:00,5703,2026-03-03 18:24:49+00:00,0,TypeScript,5021,489,10422,9520,0.9135
VSCodium/vscodium,30338,2018-08-13 14:26:58+00:00,2759,2026-03-03 19:18:08+00:00,0,Shell,623,263,1637,1501,0.9169
chinabugotech/hutool,30335,2014-04-13 07:23:51+00:00,4342,2026-03-03 16:45:22+00:00,0,Java,514,156,3091,3089,0.9994
trailofbits/algo,30320,2016-05-15 03:42:48+00:00,3579,2026-03-03 11:20:03+00:00,0,Python,685,4,1650,1585,0.9606
pmndrs/react-three-fiber,30308,2019-02-25 14:31:51+00:00,2563,2026-03-03 19:42:46+00:00,0,TypeScript,689,131,1171,1166,0.9957
herrbischoff/awesome-macos-command-line,30305,2015-09-22 19:37:55+00:00,3815,2026-03-03 16:21:13+00:00,0,,104,0,0,0,0.0
ValveSoftware/Proton,30300,2018-03-13 18:45:27+00:00,2912,2026-03-03 20:02:56+00:00,0,C++,13,76,9021,4051,0.4491
Binaryify/NeteaseCloudMusicApi,30289,2016-06-22 11:58:03+00:00,3541,2026-03-03 15:46:03+00:00,0,,292,0,1336,1189,0.89
tatsu-lab/stanford_alpaca,30271,2023-03-10 23:33:09+00:00,1088,2026-03-03 19:34:09+00:00,0,Python,6,0,268,98,0.3657
facebook/folly,30268,2012-06-01 20:49:04+00:00,5022,2026-03-03 19:05:33+00:00,0,C++,13,280,1249,943,0.755
jobbole/awesome-python-cn,30245,2015-11-03 09:50:50+00:00,3773,2026-03-03 14:33:35+00:00,0,Makefile,51,0,33,18,0.5455
joshbuchea/HEAD,30240,2016-04-20 20:05:37+00:00,3603,2026-03-03 19:33:12+00:00,0,,87,0,93,73,0.7849
cfenollosa/os-tutorial,30206,2014-09-29 08:39:34+00:00,4173,2026-03-03 18:34:01+00:00,0,C,11,0,182,106,0.5824
AvaloniaUI/Avalonia,30167,2013-12-05 20:13:21+00:00,4470,2026-03-03 18:30:15+00:00,0,C#,5645,119,8311,6482,0.7799
cheeriojs/cheerio,30138,2011-10-09 04:23:20+00:00,5259,2026-03-03 06:34:08+00:00,0,TypeScript,3117,62,1231,1210,0.9829
spf13/viper,30121,2014-04-02 14:33:33+00:00,4353,2026-03-03 18:01:11+00:00,0,Go,520,35,931,923,0.9914
waydabber/BetterDisplay,30114,2021-10-24 08:32:56+00:00,1591,2026-03-03 19:12:09+00:00,0,,2,119,2985,2811,0.9417
openai/openai-python,30104,2020-10-25 23:23:54+00:00,1954,2026-03-03 11:54:52+00:00,0,Python,1051,367,1202,1041,0.8661
dragonflydb/dragonfly,30097,2021-12-11 10:00:42+00:00,1543,2026-03-03 19:40:58+00:00,0,C++,3980,114,2111,1850,0.8764
wshobson/agents,30086,2025-07-24 23:28:14+00:00,221,2026-03-03 19:57:04+00:00,0,Python,53,0,58,53,0.9138
telegramdesktop/tdesktop,30048,2014-05-02 12:36:31+00:00,4323,2026-03-03 19:58:48+00:00,0,C++,1840,830,15770,14874,0.9432
songquanpeng/one-api,30039,2023-04-22 12:39:24+00:00,1046,2026-03-03 17:15:27+00:00,0,JavaScript,287,55,1796,896,0.4989
grafana/k6,30033,2016-03-21 15:30:24+00:00,3634,2026-03-03 17:25:51+00:00,0,Go,2457,85,2563,1834,0.7156
sunface/rust-course,30016,2018-08-07 05:01:21+00:00,2765,2026-03-03 17:04:05+00:00,0,Rust,811,0,219,154,0.7032
jumpserver/jumpserver,29975,2014-07-04 03:54:59+00:00,4260,2026-03-03 14:01:44+00:00,0,Python,7870,263,7642,7579,0.9918
xuxueli/xxl-job,29945,2015-11-28 12:59:34+00:00,3748,2026-03-03 07:21:37+00:00,0,Java,124,42,3338,3164,0.9479
StevenBlack/hosts,29935,2012-04-12 20:22:50+00:00,5072,2026-03-03 19:25:57+00:00,0,Python,507,832,2203,2072,0.9405
vercel/turborepo,29925,2021-10-05 17:37:11+00:00,1610,2026-03-03 19:59:20+00:00,0,Rust,7140,674,2050,1936,0.9444
encode/django-rest-framework,29920,2011-03-02 17:13:56+00:00,5480,2026-03-03 18:12:38+00:00,0,Python,3104,21,3946,3907,0.9901
square/leakcanary,29904,2015-04-29 23:54:16+00:00,3960,2026-03-02 23:56:21+00:00,0,Kotlin,932,43,1655,1514,0.9148
kingToolbox/WindTerm,29900,2019-10-09 19:56:09+00:00,2337,2026-03-03 16:04:35+00:00,0,C,1,32,2911,586,0.2013
AllThingsSmitty/css-protips,29890,2015-08-29 12:29:03+00:00,3839,2026-03-03 19:24:26+00:00,0,,73,0,63,62,0.9841
ageron/handson-ml2,29884,2019-01-08 03:49:07+00:00,2611,2026-03-03 20:01:54+00:00,0,Jupyter Notebook,65,0,518,304,0.5869
google-research/tuning_playbook,29878,2023-01-18 23:32:32+00:00,1139,2026-03-03 19:46:58+00:00,0,,14,0,45,34,0.7556
GoogleChrome/lighthouse,29874,2016-03-08 01:03:11+00:00,3647,2026-03-03 16:26:43+00:00,0,JavaScript,5561,130,9257,8770,0.9474
apolloconfig/apollo,29779,2016-03-04 10:24:23+00:00,3651,2026-03-03 09:33:12+00:00,0,Java,1498,42,3397,3258,0.9591
hashicorp/consul,29766,2013-11-04 22:15:27+00:00,4501,2026-03-03 15:14:32+00:00,0,Go,14140,256,5579,4285,0.7681
ItzCrazyKns/Perplexica,29763,2024-04-09 10:51:32+00:00,693,2026-03-03 20:02:28+00:00,0,TypeScript,82,33,612,433,0.7075
foundation/foundation-sites,29762,2011-10-13 23:05:42+00:00,5254,2026-03-03 15:03:27+00:00,0,HTML,2958,79,8240,8179,0.9926
iced-rs/iced,29702,2019-07-15 22:34:46+00:00,2422,2026-03-03 19:16:50+00:00,0,Rust,1159,18,1308,960,0.7339
JushBJJ/Mr.-Ranedeer-AI-Tutor,29690,2023-03-31 12:37:26+00:00,1068,2026-03-03 14:06:08+00:00,0,,0,3,48,34,0.7083
openssl/openssl,29666,2013-01-15 22:34:48+00:00,4794,2026-03-03 19:46:59+00:00,0,C,145,297,11162,9963,0.8926
nvim-lua/kickstart.nvim,29662,2022-06-24 03:11:24+00:00,1348,2026-03-03 19:56:19+00:00,0,Lua,265,0,666,633,0.9505
vuejs/vue-cli,29639,2015-12-26 23:11:20+00:00,3719,2026-03-03 19:19:17+00:00,0,JavaScript,1259,178,5501,4564,0.8297
qarmin/czkawka,29633,2020-09-01 17:37:29+00:00,2009,2026-03-03 19:54:30+00:00,0,Rust,468,40,1108,692,0.6245
sampotts/plyr,29621,2015-02-14 11:33:07+00:00,4035,2026-03-03 17:51:12+00:00,0,JavaScript,393,93,2116,1225,0.5789
alibaba/canal,29617,2013-01-13 10:59:52+00:00,4797,2026-03-03 10:03:26+00:00,0,Java,479,32,4786,3614,0.7551
aosabook/500lines,29596,2013-11-04 02:02:53+00:00,4502,2026-03-03 16:22:02+00:00,0,JavaScript,175,0,70,41,0.5857
zellij-org/zellij,29590,2020-09-01 14:04:28+00:00,2009,2026-03-03 20:04:45+00:00,0,Rust,1381,65,2520,1193,0.4734
filamentphp/filament,29564,2020-03-19 00:19:18+00:00,2175,2026-03-03 18:50:30+00:00,0,PHP,5789,821,3314,3296,0.9946
nginx/nginx,29551,2015-06-23 10:26:27+00:00,3906,2026-03-03 17:41:52+00:00,0,C,155,14,476,249,0.5231
react-boilerplate/react-boilerplate,29542,2015-02-18 14:36:32+00:00,4031,2026-03-03 15:34:11+00:00,0,JavaScript,715,16,1909,1823,0.955
helm/helm,29540,2015-10-06 01:07:32+00:00,3801,2026-03-03 13:49:44+00:00,0,Go,4439,237,8360,8094,0.9682
realpython/python-guide,29527,2011-03-15 03:24:20+00:00,5467,2026-03-03 17:45:22+00:00,0,Batchfile,683,0,281,181,0.6441
elsewhencode/project-guidelines,29516,2017-06-30 10:17:55+00:00,3168,2026-03-03 00:35:45+00:00,0,JavaScript,114,0,39,29,0.7436
